0	1.025468	1.029986	1.021976	1.017543
112	0.905369	1.026635	1.016562	0.992971
212	0.71222	0.922125	0.902001	0.852749
312	0.627919	0.824129	0.806088	0.7604
412	0.572521	0.751059	0.73552	0.694122
512	0.529384	0.694901	0.680732	0.643297
612	0.496865	0.650805	0.638216	0.605046
712	0.468902	0.614654	0.603717	0.574546
812	0.447363	0.583605	0.574674	0.546339
912	0.426739	0.558302	0.54925	0.522422
1012	0.410316	0.536516	0.527097	0.502327
1112	0.396099	0.516356	0.507944	0.484732
1212	0.384171	0.499426	0.49193	0.468585
1312	0.376933	0.483739	0.477361	0.454952
1412	0.362301	0.469445	0.462192	0.442629
1512	0.352325	0.457727	0.449736	0.430712
1612	0.344857	0.445257	0.437941	0.420166
1712	0.336471	0.434225	0.427851	0.409415
1812	0.328725	0.426525	0.41887	0.399482
1912	0.322188	0.415462	0.409572	0.391177
2012	0.315927	0.40619	0.400585	0.38343
2112	0.310263	0.398149	0.392331	0.375586
2212	0.304268	0.390739	0.384977	0.369567
2312	0.299506	0.383357	0.377729	0.362535
2412	0.292685	0.376084	0.370822	0.355922
2512	0.289737	0.369654	0.364312	0.35108
2612	0.283638	0.363816	0.357965	0.344719
2712	0.278621	0.358014	0.352792	0.339644
2812	0.273764	0.352019	0.348331	0.334325
2912	0.269289	0.346419	0.342693	0.328301
3012	0.264886	0.340927	0.338357	0.322987
3112	0.261314	0.335899	0.332932	0.318317
3212	0.257568	0.330945	0.327701	0.314407
3312	0.254034	0.326263	0.322912	0.312545
3412	0.251436	0.32239	0.31884	0.307657
3512	0.247059	0.318383	0.314212	0.302312
3612	0.247333	0.313169	0.309689	0.297328
3712	0.241749	0.30835	0.304979	0.292943
3812	0.237526	0.304411	0.300818	0.289413
3912	0.234486	0.301168	0.296825	0.285578
4012	0.231063	0.297353	0.293053	0.282237
4112	0.228232	0.293508	0.289424	0.278462
4212	0.227084	0.28998	0.285886	0.274827
4312	0.22317	0.286454	0.282385	0.271383
4412	0.223723	0.283041	0.278939	0.26824
4512	0.219946	0.279825	0.275587	0.265046
4612	0.216292	0.276888	0.272335	0.263489
4712	0.213162	0.273577	0.26929	0.260509
4812	0.210094	0.270518	0.266268	0.257311
4912	0.207452	0.27046	0.263305	0.255977
5012	0.204885	0.266586	0.260576	0.253745
5112	0.202278	0.263404	0.258452	0.250774
5212	0.200767	0.260514	0.255776	0.248177
5312	0.20082	0.257687	0.253278	0.246256
5412	0.198572	0.254872	0.250848	0.243393
5512	0.195547	0.252244	0.248302	0.241415
5612	0.19293	0.249804	0.245769	0.238408
5712	0.191989	0.247472	0.24593	0.235594
5812	0.190643	0.245287	0.247345	0.233069
5912	0.189005	0.243275	0.242629	0.231241
6012	0.187662	0.241394	0.239337	0.229331
6112	0.186125	0.23942	0.236966	0.228078
6212	0.184324	0.237488	0.234647	0.226295
6312	0.182355	0.236633	0.23213	0.22459
6412	0.181115	0.234279	0.229766	0.22262
6512	0.180545	0.232692	0.227559	0.220496
6612	0.178967	0.230783	0.225706	0.218541
6712	0.177967	0.228835	0.224033	0.218435
6812	0.176025	0.226766	0.222285	0.21695
6912	0.173884	0.224884	0.220393	0.215157
7012	0.171972	0.223192	0.218641	0.213775
7112	0.170347	0.221662	0.216836	0.211893
7212	0.168776	0.220216	0.215197	0.209983
7312	0.167361	0.218602	0.213618	0.208183
7412	0.165935	0.217052	0.212103	0.206648
7512	0.164502	0.216028	0.210605	0.205154
7612	0.163091	0.214947	0.209843	0.203618
7712	0.161658	0.213524	0.209467	0.202191
7812	0.161365	0.212165	0.208778	0.201989
7912	0.161888	0.210809	0.207261	0.200951
8012	0.160918	0.209537	0.206072	0.199651
8112	0.160157	0.208162	0.205089	0.198824
8212	0.15883	0.206773	0.204164	0.197975
8312	0.157494	0.205442	0.20296	0.197228
8412	0.156625	0.204184	0.201994	0.196433
8512	0.162679	0.202898	0.200883	0.195408
8612	0.156618	0.202303	0.200086	0.194343
8712	0.15418	0.201374	0.199206	0.193398
8812	0.152488	0.200308	0.198331	0.193003
8912	0.15099	0.199113	0.197424	0.192455
9012	0.150268	0.19929	0.197151	0.1917
9112	0.149309	0.198205	0.195707	0.191279
9212	0.14797	0.196677	0.194245	0.19074
9312	0.146703	0.195904	0.192962	0.189675
9412	0.145449	0.19472	0.191832	0.188504
9512	0.144279	0.193523	0.190884	0.18781
9612	0.143226	0.192571	0.190253	0.187901
9712	0.142179	0.191668	0.190914	0.187831
9812	0.141147	0.191022	0.190714	0.187207
9912	0.140195	0.190386	0.189867	0.186866
10012	0.139509	0.189666	0.189068	0.186162
